ID,familia,subfamilia,Unnamed: 3,Product: ID,Product: Handle,Importado,Parte importada,Variable dependiente1,Variable dependiente 2,Variable dependiente 3,subfamilia.1,url,descripcion_web,scrape_status,familia_normalizada,tipo_fabricacion,complejidad,dim_l_mm,dim_w_mm,dim_h_mm,dim_diameter_mm,dim_espesor_mm,dim_pattern,dim_confidence,dim_notes
331088560295,construccion,liviano,,8497255547047,proteccion-escalera-mecanica-diseno-liso-y-curvo-al-frente-pedl-0800,,,,,,,https://dulox.cl/products/proteccion-escalera-mecanica-diseno-liso-y-curvo-al-frente-pedl-0800,PROTECCIÓN ESCALA MECÁNICA 500 X 200 X 800MM ALTURA. DOS LADOS RECTOS Y FRENTE CURVO. FABRICADA ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 3041-L 1MM ESPESOR. BORDE PERIMETRAL DE 10MM.,ok,Sumideros,fabricado,C2,500.0,200.0,800.0,,1.0,P1_compact,high,
331088560295,construccion,liviano,,8497255579815,proteccion-escalera-mecanica-diseno-con-forma-pedf-1000,,,,,,,https://dulox.cl/products/proteccion-escalera-mecanica-diseno-con-forma-pedf-1000,"PROTECCIÓN ESCALA MECÁNICA 500 X 200 X 1000MM ALTURA. DISEÑO CON FORMA. FABRICADA EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1,5MM ESPESOR.",ok,Sumideros,fabricado,C1,500.0,200.0,1000.0,,1.5,P1_compact,high,
331088560295,construccion,pesado,,8549849956519,chambranas-para-ascensores,,,,,,,https://dulox.cl/products/chambranas-para-ascensores,"CHAMBRANAS PARA ASCENSORES FABRICADOS ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1,5 MM DE ESPESOR.",ok,Sumideros,fabricado,C2,,,,,1.5,,none,no-dim-found
331088560295,construccion,basurero-reciclaje,,8497253679271,basurero-reciclaje-especial-transparente-bret-0960,,,,,,,https://dulox.cl/products/basurero-reciclaje-especial-transparente-bret-0960,"BASURERO ESPECIAL PARA RECICLAJE DE 960 MM DE LARGO X 480 MM DE ANCHO X 875 MM DE ALTURA, FABRICADO INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR, CON TRES DIVISIONES INTERIORES, SISTEMA CÓNICO SUPERIOR PARA BASURA.",ok,Basureros,fabricado,C3,960.0,480.0,875.0,,1.0,P2_verbose,high,
331088560295,construccion,basurero-reciclaje,,8497254432935,basurero-reciclaje-4-compartimientos-bare4-01300,,,,,,,https://dulox.cl/products/basurero-reciclaje-4-compartimientos-bare4-01300,"BASURERO ESPECIAL PARA RECICLAJE DE 1350 MM DE LARGO X 600 MM DE ANCHO X 875MM DE ALTURA, FABRICADO INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1,5MM DE ESPESOR, CON GABINETES INTERIORES INDEPENDIENTES, CON 4 COMPARTIMIENTOS INTERIORES DE 40 LITROS CAPACIDAD C/U, SISTEMA CÓNICO SUPERIOR PARA BASURA Y GABINETES INTERIORES EN ACERO 430 PARA BOLSA DE BASURA. NO INCLUYE GRÁFICA. PESO 90KG.",ok,Basureros,fabricado,C3,1350.0,600.0,875.0,,1.5,P2_verbose,high,
331088560295,construccion,basurero-especial,,8497253941415,basurero-modelo-providencia-bapro-0500,,,,,,,https://dulox.cl/products/basurero-modelo-providencia-bapro-0500,"BASURERO MODELO PROVIDENCIA COMPUESTO POR RECIPIENTE DE 500X200X600 MM DE ALTO FABRICADO EN ACERO INOXIDABLE CALIDAD AISI-304 EN 1.0 MM DE ESPESOR CON SISTEMA VAIVEN Y FIJACION AL PISO MEDIANTE 2 PILARES EN PERFIL 50X50X1.0 MM DE ESPESOR, FLANCHES Y PERNOS. ALTURA TOTAL A PISO 900MM.",ok,Basureros,fabricado,C3,500.0,200.0,600.0,,1.0,P1_compact,high,
331088560295,construccion,basurero-especial,,8497253974183,basurero-plaza-con-cenicero-bapla-0470,,,,,,,https://dulox.cl/products/basurero-plaza-con-cenicero-bapla-0470,BASURERO MODELO PLAZA DE 470 X 240 X 1020 MM DE ALTO FABRICADO EN ACERO INOXIDABLE CALIDAD AISI-304 EN 1.0 MM DE ESPESOR CON CENICERO Y PILAR 80X80X2.0 MM PARA FIJACION AL PISO MEDIANTE FLANCHES Y PERNOS.,ok,Basureros,fabricado,C3,470.0,240.0,1020.0,,1.0,P1_compact,high,
331088560295,construccion,basurero-especial,,8497253712039,basurero-aeropuerto-plus-bac-recplus,,,,,,,https://dulox.cl/products/basurero-aeropuerto-plus-bac-recplus,"BASURERO RECICLAJE AEROPUERTO PLUS DE 950 MM DE LARGO X 350 MM DE ANCHO X 900MM DE ALTURA, CON TRES DIVISIONES SUPERIORES CON GANCHOS PARA SOPORTAR BOLSAS, SISTEMA SUPERIOR CON PERFORACIONES A PEDIDO PARA CLASIFICACIÓN DE BASURA.",ok,Basureros,fabricado,C3,950.0,350.0,900.0,,,P2_verbose,high,
331088560295,construccion,basurero-simple,,8497254203559,basurero-mural-bamu-0600,,,,,,,https://dulox.cl/products/basurero-mural-bamu-0600,"BASURERO RECICLAJE PUERTA ABATIBLE DE 500 MM DE LARGO X 350 MM DE ANCHO X 750 MM DE ALTURA, CON TAPA ABATIBLE SUPERIOR Y RECIPIENTE INTERIOR PARA BASURA. BUZÓN FRONTAL PARA DESHECHOS. FABRICADO INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR. NO INCLUYE GRÁFICA.",ok,Basureros,fabricado,C1,500.0,350.0,750.0,,1.0,P2_verbose,high,
331088560295,construccion,basurero-con-mecanismo,,8497253744807,basurero-tapa-pedal-rectangular-batp-0300,,,,,,,https://dulox.cl/products/basurero-tapa-pedal-rectangular-batp-0300,ASURERO RECTANGULAR 300 X 300 X 600MM DE ALTURA. CAPACIDAD 50 LITROS. FABRICADO EN ACERO INOXIDABLE CON SISTEMA TAPA PEDAL.,ok,Basureros,fabricado,C2,300.0,300.0,600.0,,,P1_compact,high,
331088560295,construccion,basurero-reciclaje,,8497253810343,basurero-reciclaje-domestic-bin-brdb-620,,,,,,,https://dulox.cl/products/basurero-reciclaje-domestic-bin-brdb-620,"BASURERO RECICLAJE DOMESTIC TRAS DE 620X200X500MM, FABRICADO EN ACERO INOXIDABLE, EN 1 MM DE ESPESOR, CAPACIDAD 3 COMPARTIMIENTOS INDEPENDIENTES. GABINETES INTERIORES EN ACERO INOXIDABLE CALIDAD 304-L",ok,Basureros,fabricado,C2,620.0,200.0,500.0,,1.0,P1_compact,high,
331088560295,construccion,basurero-especial,,8497253843111,basurero-mural-para-empotrar-bmpe-0250,,,,,,,https://dulox.cl/products/basurero-mural-para-empotrar-bmpe-0250,BASURERO MURAL PARA EMPOTRAR DE 250MM DE LARGO X 380 MM DE ANCHO X 830 MM DE ALTURA FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR GABINETE DE 380 X 210 X 580 MM.,ok,Basureros,fabricado,C3,380.0,210.0,580.0,,1.0,P1_compact,high,
331088560295,construccion,basurero-especial,,8497253875879,basurero-mall-doble-bmd-1300,,,,,,,https://dulox.cl/products/basurero-mall-doble-bmd-1300,BASURERO MALL DOBLE 1300MM DE LARGO X 860MM DE ANCHO X 1400MM DE ALTURA. FABRICADO ÍNTEGRAMENTE EN MELAMINA DE 18MM ESPESOR. CON PARTES Y PIEZAS DE ACERO INOXIDABLE TODO SEGÚN FOTO. NO INCLUYE BASURERO INTERIOR DE PLÁSTICO.,ok,Basureros,fabricado,C3,1300.0,860.0,1400.0,,,P2_verbose,high,
331088560295,construccion,basurero-reciclaje,,8497253908647,basurero-reciclaje-bicolor-3-compartimentos-bare-0955,,,,,,,https://dulox.cl/products/basurero-reciclaje-bicolor-3-compartimentos-bare-0955,BASURERO RECICLAJE DE 955X455X885MM PARA 3 COMPARTIMIENTOS DE 260X380X800MM Y CAPACIDAD DE 79LTS C/U. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE DE 2 COLORES.,ok,Basureros,fabricado,C2,955.0,455.0,885.0,,,P1_compact,high,
