ID,familia,subfamilia,Unnamed: 3,Product: ID,Product: Handle,Importado,Parte importada,Variable dependiente1,Variable dependiente 2,Variable dependiente 3,subfamilia.1
331600822439,gastronomica,importado,,8497262297255,pincho-asador-pro-kg1912-s,,,,,,Importado_a_venta
331600822439,gastronomica,importado,,8497262231719,trilogia-en-cuero-pincho-pro-cuchillo-curacavi-astil-con-funda-de-cuero-cafe-kg1915fcc,,,,,,Importado_a_venta
331600822439,gastronomica,importado,,8497262198951,pechera-jeans-cuero-kangkawe-kg1916l,,,,,,Importado_a_venta
331600822439,gastronomica,importado,,8497262133415,cuchillo-6,,,,,,Importado_a_venta
331600822439,gastronomica,mobiliario,,8497261969575,estanteria-lisa-900450-baet-0104,,,,,,
331600822439,gastronomica,mobiliario,,8497261936807,estanteria-parrilla-900450-baet-0204,,,,,,
331600822439,gastronomica,mobiliario,,8497261871271,estanteria-lisa-900600-baet-0900,,,,,,
331600822439,gastronomica,mobiliario,,8497261838503,estanteria-parrilla-900600-baet-0960,,,,,,
331600822439,gastronomica,mobiliario,,8497261772967,estanteria-lisa-1200450-baet-1200,,,,,,
331600822439,gastronomica,mobiliario,,8497261740199,estanteria-parrilla-1200450-baet-1245,,,,,,
331600822439,gastronomica,mobiliario,,8497261674663,estanteria-lisa-1200600-baet-0600,,,,,,
331600822439,gastronomica,mobiliario,,8497261609127,estanteria-parrilla-1200600-baet-0612,,,,,,
331600822439,gastronomica,mobiliario,,8497261576359,estanteria-lisa-1500450-baet-1500,,,,,,
331600822439,gastronomica,mobiliario,,8497261543591,estanteria-parrilla-1500450-baet-1545,,,,,,
331600822439,gastronomica,mobiliario,,8497261478055,estanteria-lisa-1600600-baet-1600,,,,,,
331600822439,gastronomica,mobiliario,,8497261445287,estanteria-parrilla-1600600-baet-1660,,,,,,
331600822439,gastronomica,mobiliario,,8497261412519,carro-para-mote-con-huesillo-camhu-01200,,,,,,
331600822439,gastronomica,mobiliario,,8497261346983,carro-multiproposito-cammul-0175,,,,,,
331600822439,gastronomica,mobiliario,,8497261281447,carro-porta-tachos-aucb-1600,,,,,,
331600822439,gastronomica,mobiliario,,8497261248679,carro-para-sushi-aucb-0900,,,,,,
331600822439,gastronomica,mobiliario,,8497261183143,carro-bandejero-capacidad-12-bandejas-aucb-0178,,,,,,
331600822439,gastronomica,mobiliario,,8497261150375,carro-bandejero-capacidad-24-bandejas-aucb-0810,,,,,,
331600822439,gastronomica,mobiliario,,8497261117607,carro-bandejero-cerrado-capacidad-8-bandejas-aucb-0790,,,,,,
331600822439,gastronomica,mobiliario,,8497261084839,carro-batea-de-traslado-aucb-0600,,,,,,
331600822439,gastronomica,mobiliario,,8497261052071,carro-para-traslado-catr-0800,,,,,,
331600822439,gastronomica,mobiliario,,8497261019303,campana-central-1500x1300x400-ccci-1513,,,,,,
331600822439,gastronomica,mobiliario,,8497260986535,campana-mural-1500x1000x400-cccm-1510,,,,,,
331600822439,gastronomica,mobiliario,,8497260953767,campana-mural-2000x1000x400-cccm-2010,,,,,,
331600822439,gastronomica,mobiliario,,8497260920999,campana-mural-3000x1000x400-cccm-3010,,,,,,
331600822439,gastronomica,calentamiento,,8497260855463,tina-quesera-100lts-eitq-0100,,,,,,
331600822439,gastronomica,accesorio,,8497260822695,molde-de-queso-5kg-mdq-0245,,,,,,
331600822439,gastronomica,accesorio,,8497260789927,molde-de-queso-15kg-mdq-0370,,,,,,
331600822439,gastronomica,calentamiento,,8497260757159,camara-desgrasadora-20lts-cade20-0315,,,,,,
331600822439,gastronomica,calentamiento,,8497260724391,camara-desgrasadora-30lts-cade30-0415,,,,,,
331600822439,gastronomica,calentamiento,,8497260691623,camara-desgrasadora-40lts-cade40-0500,,,,,,
331600822439,gastronomica,calentamiento,,8497260658855,camara-desgrasadora-70lts-cade70-0620,,,,,,
331600822439,gastronomica,calentamiento,,8497260626087,camara-desgrasadora-90lts-cade90-0500,,,,,,
331600822439,gastronomica,calentamiento,,8497260593319,camara-desgrasadora-50lts-cade50-0500,,,,,,
331600822439,gastronomica,calentamiento,,8497260560551,camara-desgrasadora-60lts-cade60-0600,,,,,,
331600822439,gastronomica,calentamiento,,8497260527783,camara-desgrasadora-100lts-cade100-0650,,,,,,
