familia,subfamilia,codigo,producto,handle,url,descripcion_web,scrape_status,importado_flag,tipo_fabricacion,complejidad,fuente
Baño María,calentamiento,,,bano-maria-2-depositos-media-bmdm-540,https://dulox.cl/products/bano-maria-2-depositos-media-bmdm-540,"MODULO BAÑO MARÍA ELÉCTRICO DE SOBREMESA 540 X 340 X 240MM ALTURA. CAPACIDAD 2 DEPÓSITO MEDIA. INCLUYE LLAVE DE DESPICHE, RESISTENCIA DE 1200 W SIN CONTACTO CON EL AGUA Y TERMOSTATO REGULABLE. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1MM ESPESOR.",ok,,fabricado,C2,sheet1
Baño María,calentamiento,,,bano-maria-electrico-hb-2t,https://dulox.cl/products/bano-maria-electrico-hb-2t,"BAÑO MARIA ELÉCTRICO DE SOBREMESA DE 430X680X280MM DE ALTO Y 2 DEPÓSITOS DE 1/2X100. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. TENSIÓN DE TRABAJO 220V/50HZ, POTENCIA 1.6KW. PESO NETO 12KG",ok,,fabricado,C2,sheet1
Baño María,calentamiento,,,perol-del-sopa-10-lts-pips-0395ai,https://dulox.cl/products/perol-del-sopa-10-lts-pips-0395ai,"PEROL DE SOPA DE 10 LITROS DE 220 V, 475 WATT, OLLA INTERIOR DE ACERO INOXIDABLE, ESTANQUE BAÑO MARÍA DE ACERO INOXIDABLE, TAPA CON BISAGRA, EXTERIOR ACERO INOXIDABLE 340 X 340 X 395 MM DE ALTURA.",ok,,fabricado,C1,sheet1
Baño María,calentamiento,,,perol-del-sopa-13-lts-pips-0395,https://dulox.cl/products/perol-del-sopa-13-lts-pips-0395,"PEROL DE SOPA DE 13 LITROS, 220V, 475WATT, OLLA INTERIOR DE ACERO INOX, ESTANQUE BAÑO MARÍA DE AC INOX, TAPA CON BISAGRA, EXTERIOR METÁLICO NEGRO 340X340X350MM ALTURA.",ok,,fabricado,C1,sheet1
Muebles refrigerados,refrigeracion,,,refrigerador-2-puertas-740-x-820-x-2000-mm-rm-0738,https://dulox.cl/products/refrigerador-2-puertas-740-x-820-x-2000-mm-rm-0738,"IMPORTANTE: El precio publicado no incluye el costo de envío . Fabricado Íntegramente en Acero Inoxidable Calidad AISI 304. 2 Puertas + Rejillas. Termostato con Indicador Digital. Temperatura de Trabajo de 0° a 10°C, con Ambiente a 38°C. Tensión de Trabajo de 220 V / 50 Hz.",ok,,fabricado,C3,sheet1
Muebles refrigerados,refrigeracion,,,visicooler-vertical-120lts-500-x-500-x-800-mm-pivs-0120,https://dulox.cl/products/visicooler-vertical-120lts-500-x-500-x-800-mm-pivs-0120,Tensión de Trabajo 120V/50Hz. Puerta de Vidrio e Iluminación Interior.Patines Regulables.Capacidad de 120 Lts.Control de Temperatura por Termostato Regulable.Refrigeración por Aire Forzado. Temperatura de Funcionamiento de 0° a 4°C. medidas de 550 x 550 x 850 mm de altura,ok,,fabricado,C3,sheet1
Muebles refrigerados,refrigeracion,,,visicooler-vertical-380lts-600-x-620-x-1930-mm-pivs-0380,https://dulox.cl/products/visicooler-vertical-380lts-600-x-620-x-1930-mm-pivs-0380,"Visicooler Vertical.Refrigeración por Aire Forzado.Puerta de Cristal con Iluminación Interior. Control de Temperatura por Termostato Regulable. Temperatura de 0ºC a + 10ºC. Tensión de Trabajo de 220v/50Hz. Base con Patines Regulables, Dimensiones 600 x 620 x 1930MM, Capacidad de 380 litros",ok,,fabricado,C3,sheet1
Muebles refrigerados,refrigeracion,,,freezer-1-puerta-de-cristal-620-x-760-x-2000-mm-rfree-0620,https://dulox.cl/products/freezer-1-puerta-de-cristal-620-x-760-x-2000-mm-rfree-0620,"IMPORTANTE: El precio publicado no incluye el costo de envío . CONGELADOR (FREEZER) 620 X 760 X 2001MM ALTURA. PUERTA DE CRISTAL CON TERMOPANEL. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1,5MM DE ESPESOR. TEMPERATURA DE TRABAJO -18°C. TERMOSTATO CON TERMÓMETRO DIGITAL INDICADOR. TENSIÓN DE TRABAJO 220V - 50/60 HZ.  AIRE FORZADO, DE 400 LITROS. 3 REJILLAS INTERIORES.",ok,,fabricado,C3,sheet1
Muebles refrigerados,refrigeracion,,,refrigerador-1-puerta-de-cristal-620-x-790-x-2000-mm-rmv-0620,https://dulox.cl/products/refrigerador-1-puerta-de-cristal-620-x-790-x-2000-mm-rmv-0620,"REFRIGERADOR 620 X 790 X 2000MM ALTURA. PUERTA DE CRISTAL CON TERMOPANEL. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1,5MM DE ESPESOR. TEMPERATURA DE TRABAJO 0°C,+ 5°C, CON AMBIENTE A 38°C. TERMOSTATO CON TERMÓMETRO DIGITAL INDICADOR. TENSIÓN DE TRABAJO 220V - 50/60 HZ. 650 WATTS. FRIO ESTÁTICO, DE 500 LITROS.  3 REJILLAS INTERIORES.",ok,,fabricado,C3,sheet1
Muebles refrigerados,refrigeracion,,,refrigerador-vertical-grafito-680-x-800-x-2000-mm-rmvg-0380,https://dulox.cl/products/refrigerador-vertical-grafito-680-x-800-x-2000-mm-rmvg-0380,"REFRIGERADOR INDUSTRIAL MODELO RMVG-0380 DE 680 MM DE ANCHO X 800 MM DE FONDO X 2000 MM DE ALTURA, TENSIÓN DE TRABAJO 220V/50HZ, PUERTA DE CRISTAL CON ILUMINACIÓN INTERIOR, CAPACIDAD PARA 500 LTRS, CONTROL DE TEMPERATURA POR TERMOSTATO REGULABLE, REFRIGERACION POR AIRE FORZADO, TEMPERATURA DE TRABAJO DE 0º A 10º C, TERMINACION ACERO INOXIDABLE COLOR GRAFITO TORNASOL.",ok,,fabricado,C3,sheet1
Muebles refrigerados,refrigeracion,,,vitrina-pastelera-1200-sl840v,https://dulox.cl/products/vitrina-pastelera-1200-sl840v,"VITRINA PASTELERA REFRIGERADA DE 900MM DE LARGO X 700MM DE ANCHO X 1250MM DE ALTO. 4 NIVELES, TEMPERATURA DE TRABAJO DE 2-8°C, VOLUMEN 400L, TENSIÓN DE TRABAJO 220V/50HZ, POTENCIA 0,83KW , REFRIGERANTE R134A Y LUZ LED BLANCA. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. MEDIDAS EMPAQUE 950X770X1520MM. PESO NETO 219KG. PRECIO OFERTA!! 20% DE DESCUENTO",ok,,fabricado,C3,sheet1
Muebles refrigerados,refrigeracion,,,meson-freezer-2-puertas-de-acero-1200-x-750-x-850-mm-mrfree-1200,https://dulox.cl/products/meson-freezer-2-puertas-de-acero-1200-x-750-x-850-mm-mrfree-1200,"MESON FREEZER DE 1200 MM DE LARGO X 750 MM DE ANCHO X 850 MM DE ALTURA, FABRICADO INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR, CON UNIDAD DE 1/3 HP, 2 PUERTAS ABATIBLES, TEMPERATURA DE TRABAJO DE 0º A -18º C. EQUIPO IMPORTADO.",ok,,fabricado,C3,sheet1
Lavaderos,lavado,,,pre-wash-a-base-superficie-grillpw-1100,https://dulox.cl/products/pre-wash-a-base-superficie-grillpw-1100,"Llave Pre-Wash Manguera de Prelavado a Cubierta. Mezcladora para Cubierta, tubo de 18"" (457 mm.), Manguera Flexible de 44"" (1,117mm.), Soporte de Pared de 12"" (305mm.), R egadera Rociadora Ahorradora de Agua, Indicadores de Agua Fría (azul) y caliente (rojo)",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,llave-rodilla-simple-grilrs-00210,https://dulox.cl/products/llave-rodilla-simple-grilrs-00210,Llave rodilla simple de acero cromado.,ok,,importado-revisar,C1,sheet1
Lavaderos,lavado,,,llave-de-rodilla-doble-grillr-00230,https://dulox.cl/products/llave-de-rodilla-doble-grillr-00230,"Llave rodilla doble combinación, agua fría/caliente.",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,llave-pedal-doble-grillp-00120,https://dulox.cl/products/llave-pedal-doble-grillp-00120,"Llave de pedal doble combinación, agua fría/caliente.",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,griferia-monomando-grillm-00280,https://dulox.cl/products/griferia-monomando-grillm-00280,"Grifería monomando cartucho cerámico de 35 mm, flexible de 350 mm, inserto y tuercas de latón, y aireador plástico cromado.",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,llave-precision-de-65mm-gllp,https://dulox.cl/products/llave-precision-de-65mm-gllp,Llave Precisión de 65 mm de Altura desde la Cubierta. Altura Total de 140 mm. Accionamiento de Pulsador.,ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,cuello-cisne-grillcc-00210,https://dulox.cl/products/cuello-cisne-grillcc-00210,"Cuello cisne de 21 cm de Altura desde la Cubierta. Acero cromado con diámetro de 3/4"". Largo total de 26 cm. GiratorioV",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,desagues-de-4-12-grides-004,https://dulox.cl/products/desagues-de-4-12-grides-004,Desagüe de 4 pulgadas 1/2.,ok,,importado-revisar,C1,sheet1
Lavaderos,lavado,,,desagues-de-1-14-grides-001,https://dulox.cl/products/desagues-de-1-14-grides-001,Desagüe de 1 pulgada 1/4 de plástico con tapón y rejilla.,ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,cuello-cisne-largo-grillcc-00300,https://dulox.cl/products/cuello-cisne-largo-grillcc-00300,"Llave Cuello Cisne de 30 cm de Altura desde la Cubierta. Acero Cromado con Diámetro de 3/4"". Largo Total de 36 cm. Fija",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,griferia-de-combinacion-grillc-00220,https://dulox.cl/products/griferia-de-combinacion-grillc-00220,"Grifería de combinación integra en acero inoxidable para cocina mesada con aireador y terminación cromada de excelente calidad, 160 mm de ancho x 300 mm de altura.",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,llave-pedal-simple-grilps-00120,https://dulox.cl/products/llave-pedal-simple-grilps-00120,LLAVE PEDAL SIMPLE DE ACERO CROMADO.,ok,,importado-revisar,C1,sheet1
Lavaderos,lavado,,,estacion-de-agua-gea-1,https://dulox.cl/products/estacion-de-agua-gea-1,Estación de Agua. Recipiente de 240 x 240 x 40 mm de Profundidad. Rejilla Desmontable. Altura de Llave desde la Cubierta de 245 mm,ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,estacion-de-agua-gea2,https://dulox.cl/products/estacion-de-agua-gea2,Estación de Agua. Recipiente de 250 x 120 x 40 mm de Profundidad. Rejilla Desmontable. Altura de llave desde la Cubierta de 245 mm,ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,columna-llave-prewash-monomando-12-genebre-1705-04,https://dulox.cl/products/columna-llave-prewash-monomando-12-genebre-1705-04,"Columna de cocina profesional con grifo mezclador monomando para instalar sobre encimera. Dotada de un muelle de acero inoxidable AISI 304 cromado. Grifo en latón CC754S, soportes y barra en latón CW617N cromados según EN 248. Provisto de un flexo de acero inoxidable con funda plástica para facilitar la limpieza. Ducha con diseño ergonómico, cierre automático y doble posición de espray (concentrado y ducha). Grifo con cartucho cerámico mezclador D40, conexiones flexibles y válvulas antirretorno. Incluye todos los elementos de fijación. Características: Muelle cromado de acero inoxidable AISI 304. Flexo con tubo interior PEX, mallado en acero inoxidable y funda plástica, doble grapaje y tuercas de ½”giratorias. Ducha con cierre automático y anilla de retención uso continuado, mango de tecnopolímero antiescaldamiento. Soportes en latón cromado regulables en altura. Cromados según EN 248. Cartucho cerámico silencioso Ø40 con salida libre. Latiguillos de 35 cm (M10x1; G ?”). Conjunto de sujeción mediante herradura metálica y juego de retenciones. Temperatura máxima: 80 °C. Temp. máx. recomendada: 65 °C. Presión máxima: 10 bar. Presión mínima: 0,5 bar. Presión recomendada: 1 - 3 bar. Sistema de muelle fabricado en acero inoxidable AISI 304 cromado, regulable en altura con giro de 360º. Flexo de alta resistencia a la presión, con tubo interior de PEX, malla interior de acero inoxidable y funda plástica para facilitar la limpieza. Doble grapaje en acero inoxidable AISI 304 y tuercas giratorias fabricadas en latón cromado. Soporte de pared en latón cromado con altura regulable y junta de protección, con fijación mediante tornillo de acero inoxidable de alta resistencia. Ducha fabricada en latón cromado, con mango en tecnopolímero de diseño ergonómico. Doble posición de espray, palanca de apertura progresiva con cierre automático y anilla de retención de la palanca para uso continuado. Soporte de ducha fabricado en latón cromado orientable y regulable en altura. Barra con di",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,columna-llave-prewash-alta-cgrupo-mezclador-mural-genebre-gen1743-04,https://dulox.cl/products/columna-llave-prewash-alta-cgrupo-mezclador-mural-genebre-gen1743-04,"Columna de cocina profesional con grifo mezclador monomando y grifo con caño giratorio para instalar en pared sobre la encimera. Dotada de un muelle de acero inoxidable AISI 304 cromado. Grifo en latón CC754S, soportes y barra en latón CW617N cromados según EN 248. Provisto de un flexo de acero inoxidable con funda plástica para facilitar la limpieza. Ducha con diseño ergonómico, cierre automático y doble posición de espray (concentrado y ducha). Grifo con caño dotado de montura cerámica ¼ vuelta. Grifo mezclador dotado de cartucho cerámico mezclador D40 y válvulas antirretorno. Incluye todos los elementos de fijación. Muelle cromado de acero inoxidable AISI 304. Flexo con tubo interior PEX, mallado en acero inoxidable y funda plástica, doble grapaje y tuercas de ½”giratorias. Ducha con cierre automático y anilla de retención uso continuado, mango de tecnopolímero antiescaldamiento. Soportes en latón cromado regulables en altura. Cromados según EN 248. Cartucho cerámico silencioso Ø40 con salida libre. Montura cerámica ¼ vuelta. Aireador plástico antical hembra M22x1 con faldón de latón cromado. Excéntricas de latón para fijación y válvulas anti-retorno. Temperatura máxima: 80 °C. Temp. máx. recomendada: 65 °C. Presión máxima: 10 bar. Presión mínima: 0,5 bar. Presión recomendada: 1 - 3 bar. Sistema de muelle fabricado en acero inoxidable AISI 304 cromado, regulable en altura con giro de 360º. Flexo de alta resistencia a la presión, con tubo interior de PEX, malla interior de acero inoxidable y funda plástica para facilitar la limpieza. Doble grapaje en acero inoxidable AISI 304 y tuercas giratorias fabricadas en latón cromado. Soporte de pared en latón cromado con altura regulable y junta de protección, con fijación mediante tornillo de acero inoxidable de alta resistencia. Ducha fabricada en latón cromado, con mango en tecnopolímero de diseño ergonómico. Doble posición de espray, palanca de apertura progresiva con cierre automático y anilla de retención de la palan",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,columna-llave-prewash-cmonomando-mezclador-genebre-gen1802-04,https://dulox.cl/products/columna-llave-prewash-cmonomando-mezclador-genebre-gen1802-04,"Columna de cocina profesional con grifo mezclador monomando para instalar sobre encimera de dimensiones reducidas. Dotada de un muelle de acero inoxidable AISI 304 cromado. Grifo en latón CC754S, soportes y barra en latón CW617N cromados según EN 248. Provisto de un flexo de acero inoxidable con funda plástica para facilitar la limpieza. Ducha con diseño ergonómico, cierre automático y doble posición de espray (concentrado y ducha). Grifo con cartucho cerámico mezclador D40, conexiones flexibles y válvulas antirretorno. Incluye todos los elementos de fijación. Muelle cromado de acero inoxidable AISI 304. Flexo con tubo interior PEX, mallado en acero inoxidable y funda plástica, doble grapaje y tuercas de ½”giratorias. Ducha con cierre automático y anilla de retención uso continuado, mango de tecnopolímero antiescaldamiento. Soportes en latón cromado regulables en altura. Cromados según EN 248. Cartucho cerámico silencioso Ø40 con salida libre. Latiguillos de 35 cm (M10x1; G ?”). Conjunto de sujeción mediante herradura metálica y juego de retenciones. Temperatura máxima: 80 °C. Temp. máx. recomendada: 65 °C. Presión máxima: 10 bar. Presión mínima: 0,5 bar. ) Presión recomendada: 1 - 3 bar. Sistema de muelle fabricado en acero inoxidable AISI 304 cromado, regulable en altura con giro de 360º. Flexo de alta resistencia a la presión, con tubo interior de PEX, malla interior de acero inoxidable y funda plástica para facilitar la limpieza. Doble grapaje en acero inoxidable AISI 304 y tuercas giratorias fabricadas en latón cromado. Soporte de pared en latón cromado con altura regulable y junta de protección, con fijación mediante tornillo de acero inoxidable de alta resistencia. Ducha fabricada en latón cromado, con mango en tecnopolímero de diseño ergonómico. Doble posición de espray, palanca de apertura progresiva con cierre automático y anilla de retención de la palanca para uso continuado. Barra con diseño de alta resistencia fabricado en latón cromado CW617N, con cone",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,monomando-de-fregadera-cano-conformado-k8-genebre-gen61203,https://dulox.cl/products/monomando-de-fregadera-cano-conformado-k8-genebre-gen61203,"Monomando de fregadera con caño conformado acabado cromado de alta calidad, se suministra con latiguillos de conexión de fácil instalación. Grifo con cartucho cerámico silencioso D40 con salida dirigida. Provisto de un aireador plástico antical con casquillo de latón cromado. Incluye todos los elementos de fijación. A veces, lo más sencillo puede ser inolvidable. Como esta colección de formas discretas y sutiles, combinadas con delicadas líneas curvas y rectas que le confieren una personalidad única. Cuerpo realizado en latón según UNE-EN 1982. Maneta realizada en Zamak. Cromado según EN 248. Cartucho cerámico silencioso D40 convencional. Aireador plástico antical M24x1 con casquillo de latón cromado. Suministrado con latiguillos de 35 cm 10x1 H 3/8"" y conjunto de sujeción mediante herradura de inoxidable. Temperatura máxima: 85 °C. Temp. máx. recomendada: 65 °C. Presión máxima: 10 bar. Presión mínima: 0,5 bar. Presión recomendada: 1 - 3 bar.",ok,,fabricado,C1,sheet1
Lavaderos,lavado,,,llave-de-paso-valvula-esfera-2-piezas-inox-12-genebre-gen2014-04,https://dulox.cl/products/llave-de-paso-valvula-esfera-2-piezas-inox-12-genebre-gen2014-04,"Const. acero inox. CF8M (316) microfusión. Extremos: rosca gas ISO 7-1 (EN 10226-1). Juntas y asiento: PTFE + 15% FV tórica eje vitón PN 63, Temp: -25ºC + 180ºC. Mando manual por palanca con sistema de bloqueo. Nº Denominación / Name Material Acabado Superficial / Surface Treatment 1 Cuerpo / Body Acero Inox. / Stainless Steel 1.4408 Granallado / Shot blasting 2 Tapa / Cap Acero Inox. / Stainless Steel 1.4408 Granallado / Shot blasting 3 Bola / Ball Acero Inox. / Stainless Steel AISI 316 Pulido / Polishing 4 Eje / Stem Acero Inox. / Stainless Steel AISI 316 ------ 5 Asiento / Ball Seat PTFE + 15% FV / GF ------ 6 Junta / Gasket PTFE + 15% FV / GF ------ 7 Arandela / Thrust Washer PTFE ------ 8 Tórica / O'ring FPM ------ 9 Anillo Prensa / Stem packing Acero Inox. / Stainless Steel AISI 304 ------ 10 Arandela / Washer Acero Inox. / Stainless Steel AISI 304 ------ 11 Tuerca / Nut Acero Inox. / Stainless Steel AISI 304 ------ 12 Maneta / Handle Acero Inox. / Stainless Steel AISI 304 ------ 13 Funda / Handle Sleeve Vinilo / Vynil ------",ok,,fabricado,C1,sheet1
Accesorios Gastronómicos,accesorio,,,set-tenedor-cuchillo-parrillero-funda-cuero-negro-kg1901fcn,https://dulox.cl/products/set-tenedor-cuchillo-parrillero-funda-cuero-negro-kg1901fcn,"Los productos Kangkawe están pensados para que hagas tu asado a la perfección. Destacados por su gran durabilidad, debido a que están elaborados con materias primas de alta calidad y acabados de gran precisión. Diseñado en Chile, pensado en las necesidades del auténtico parrillero. Las características del kit parrillero de acero inoxidable con funda de cuero negra son: -Cuchillo 7"": Largo 31,5 cms ; Ancho 3,2 cms ; Alto 1,8 cms -Tenedor: Largo 31,0 cms; Ancho 2,7 cms; Alto 1,8 cms: . PRECAUCIÓN: Manipular este producto con cuidado.",ok,,importado-resell,,sheet1
Accesorios Gastronómicos,importado,,,set-cuchillos-5,https://dulox.cl/products/set-cuchillos-5,"Los productos Kangkawe están pensados para que hagas tu asado a la perfección. Destacados por su gran durabilidad, debido a que están elaborados con materias primas de alta calidad y acabados de gran precisión. Diseñado en Chile, pensado en las necesidades del auténtico parrillero. Las características del set de cuchillos asado 5"" de acero inoxidable son: Largo 24,5 cms ; Ancho 2,6 cms ; Alto 1,9 cms. PRECAUCIÓN: Manipular este producto con cuidado.",ok,,importado-resell,,sheet1
Accesorios Gastronómicos,importado,,,machete-8,https://dulox.cl/products/machete-8,"Los productos Kangkawe están pensados para que hagas tu asado a la perfección. Destacados por su gran durabilidad, debido a que están elaborados con materias primas de alta calidad y acabados de gran precisión. Diseñado en Chile, pensado en las necesidades del auténtico parrillero. Las características del machete parrillero 8"" de acero inoxidable y carbono martillado con funda de cuero negra son: Largo 32,5 cms ; Ancho 7,5 cms ; Alto 1,8 cms. PRECAUCIÓN: Manipular este producto con cuidado.",ok,,importado-resell,,sheet1
Accesorios Gastronómicos,importado,,,machete-7,https://dulox.cl/products/machete-7,"Los productos Kangkawe están pensados para que hagas tu asado a la perfección. Destacados por su gran durabilidad, debido a que están elaborados con materias primas de alta calidad y acabados de gran precisión. Diseñado en Chile, pensado en las necesidades del auténtico parrillero. Las características del machete parrillero 7"" de acero inoxidable con funda de cuero café son: Largo 29,5 cms ; Ancho 10,0 cms ; Alto 1,8 cms. PRECAUCIÓN: Manipular este producto con cuidado.",ok,,importado-resell,,sheet1
Accesorios Gastronómicos,importado,,,cepillo-parrillero-limpia-parilla-kg1913,https://dulox.cl/products/cepillo-parrillero-limpia-parilla-kg1913,"Los productos Kangkawe están pensados para que hagas tu asado a la perfección. Destacados por su gran durabilidad, debido a que están elaborados con materias primas de alta calidad y acabados de gran precisión. Diseñado en Chile, pensado en las necesidades del auténtico parrillero. Las características del cepillo parrillero son: Largo 34 cms PRECAUCIÓN: Manipular este producto con cuidado.",ok,,importado-resell,,sheet1
Accesorios Gastronómicos,importado,,,astil-afilador-carnicero-kg1914,https://dulox.cl/products/astil-afilador-carnicero-kg1914,"Los productos Kangkawe están pensados para que hagas tu asado a la perfección. Destacados por su gran durabilidad, debido a que están elaborados con materias primas de alta calidad y acabados de gran precisión. Diseñado en Chile, pensado en las necesidades del auténtico parrillero. Las características del astil son: Largo 34 cms",ok,,importado-resell,,sheet1
Accesorios Gastronómicos,importado,,,pincho-asador-pro-kg1912-s,https://dulox.cl/products/pincho-asador-pro-kg1912-s,"Los productos Kangkawe están pensados para que hagas tu asado a la perfección. Destacados por su gran durabilidad, debido a que están elaborados con materias primas de alta calidad y acabados de gran precisión. Diseñado en Chile, pensado en las necesidades del auténtico parrillero. Las características del pincho asador pro son: Pincho:7,5 pulgadas Largo:29,3 cms Ancho:2,3 cms Grosor:1,6 cms PRECAUCIÓN: Manipular este producto con cuidado.",ok,,importado-resell,,sheet1
Accesorios Gastronómicos,importado,,,trilogia-en-cuero-pincho-pro-cuchillo-curacavi-astil-con-funda-de-cuero-cafe-kg1915fcc,https://dulox.cl/products/trilogia-en-cuero-pincho-pro-cuchillo-curacavi-astil-con-funda-de-cuero-cafe-kg1915fcc,"Los productos Kangkawe están pensados para que hagas tu asado a la perfección. Destacados por su gran durabilidad, debido a que están elaborados con materias primas de alta calidad y acabados de gran precisión. Diseñado en Chile, pensado en las necesidades del auténtico parrillero. La trilogía con funda de cuero café incluye: -Cuchillo parrillero 8"" de acero inoxidable y carbono martillado: Largo 33,5 cms ; Ancho 4,7 cms ; Alto 1,8 cms. -Pincho Pro: Largo 31,0 cms; Ancho 2,7 cms; Alto 1,8 cms -Astil: Largo 33 cms PRECAUCIÓN: Manipular este producto con cuidado.",ok,,importado-resell,,sheet1
Accesorios Gastronómicos,importado,,,pechera-jeans-cuero-kangkawe-kg1916l,https://dulox.cl/products/pechera-jeans-cuero-kangkawe-kg1916l,"Los productos Kangkawe están pensados para que hagas tu asado a la perfección. Destacados por su gran durabilidad, debido a que están elaborados con materias primas de alta calidad y acabados de gran precisión. Diseñado en Chile, pensado en las necesidades del auténtico parrillero. Las características de la pechera jeans cuero son: Ancho:60 cm Largo:78 cm",ok,,importado-resell,,sheet1
Accesorios Gastronómicos,importado,,,cuchillo-6,https://dulox.cl/products/cuchillo-6,"Los productos Kangkawe están pensados para que hagas tu asado a la perfección. Destacados por su gran durabilidad, debido a que están elaborados con materias primas de alta calidad y acabados de gran precisión. Diseñado en Chile, pensado en las necesidades del auténtico parrillero. Las características del cuchillo parrillero 6"" de acero inoxidable y carbono martillado son: Cuchillo: 6 pulgadas Largo:28,3 cm Ancho: 3,9 cm PRECAUCIÓN: Manipular este producto con cuidado.",ok,,importado-resell,,sheet1
Carros de Traslado,mobiliario,,,estanteria-lisa-900450-baet-0104,https://dulox.cl/products/estanteria-lisa-900450-baet-0104,ESTANTERÍA SECADOR 900MM LARGO X 450MM ANCHO X 1800MM ALTURA. ESTRUCTURA EN PERFIL 30X30MM. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. CON 4 REPISAS LISAS,ok,,fabricado,C1,sheet1
Carros de Traslado,mobiliario,,,estanteria-parrilla-900450-baet-0204,https://dulox.cl/products/estanteria-parrilla-900450-baet-0204,"ESTANTERÍA SECADOR 900MM LARGO X 450MM ANCHO X 1800MM ALTURA. ESTRUCTURA EN PERFIL 30X30MM. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. CON 4 REPISAS EN PARRILLA MACIZO 1/4""ø.",ok,,fabricado,C1,sheet1
Carros de Traslado,mobiliario,,,estanteria-lisa-900600-baet-0900,https://dulox.cl/products/estanteria-lisa-900600-baet-0900,ESTANTERÍA SECADOR 900MM LARGO X 600MM ANCHO X 1800MM ALTURA. ESTRUCTURA EN PERFIL 30X30MM. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. CON 4 REPISAS LISAS,ok,,fabricado,C1,sheet1
Carros de Traslado,mobiliario,,,estanteria-parrilla-900600-baet-0960,https://dulox.cl/products/estanteria-parrilla-900600-baet-0960,"ESTANTERÍA SECADOR 900MM LARGO X 600MM ANCHO X 1800MM ALTURA. ESTRUCTURA EN PERFIL 30X30MM. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. CON 4 REPISAS EN PARRILLA MACIZO 1/4""ø.",ok,,fabricado,C1,sheet1
Carros de Traslado,mobiliario,,,estanteria-lisa-1200450-baet-1200,https://dulox.cl/products/estanteria-lisa-1200450-baet-1200,ESTANTERÍA SECADOR 1200MM LARGO X 450MM ANCHO X 1800MM ALTURA. ESTRUCTURA EN PERFIL 30X30MM. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. CON 4 REPISAS LISAS,ok,,fabricado,C1,sheet1
Carros de Traslado,mobiliario,,,estanteria-parrilla-1200450-baet-1245,https://dulox.cl/products/estanteria-parrilla-1200450-baet-1245,"ESTANTERÍA SECADOR 1200MM LARGO X 450MM ANCHO X 1800MM ALTURA. ESTRUCTURA EN PERFIL 30X30MM. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. CON 4 REPISAS EN PARRILLA MACIZO 1/4""ø.",ok,,fabricado,C1,sheet1
Carros de Traslado,mobiliario,,,estanteria-lisa-1200600-baet-0600,https://dulox.cl/products/estanteria-lisa-1200600-baet-0600,ESTANTERÍA SECADOR 1200MM LARGO X 600MM ANCHO X 1800MM ALTURA. ESTRUCTURA EN PERFIL 30X30MM. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. CON 4 REPISAS LISAS,ok,,fabricado,C1,sheet1
Carros de Traslado,mobiliario,,,estanteria-parrilla-1200600-baet-0612,https://dulox.cl/products/estanteria-parrilla-1200600-baet-0612,"ESTANTERÍA SECADOR 1200MM LARGO X 600MM ANCHO X 1800MM ALTURA. ESTRUCTURA EN PERFIL 30X30MM. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. CON 4 REPISAS EN PARRILLA MACIZO 1/4""ø.",ok,,fabricado,C1,sheet1
