familia,subfamilia,codigo,producto,handle,url,descripcion_web,scrape_status,importado_flag,tipo_fabricacion,complejidad,fuente
Cocinas Industriales,anafe,,,anafe-2pqn,https://dulox.cl/products/anafe-2pqn,"Anafe 2Pqn
 – Dulox Tienda",ok,,importado-revisar,C1,sheet1
Cocinas Industriales,anafe,,,anafe-2pq,https://dulox.cl/products/anafe-2pq,"Anafe / 2Pq
 – Dulox Tienda",ok,,importado-revisar,C1,sheet1
Baño María,calentamiento,,,termo-cafe-6-litros,https://dulox.cl/products/termo-cafe-6-litros,"¡El clásico vuelve renovado! Hace 60 años, DULOX revolucionó los estadios con su legendario termo de café, el mismo que acompañó el icónico grito ¡Café, café! en Chile 62. Su calidad era tal que muchos siguen en uso hasta hoy. Y ahora, DULOX lo actualiza para seguir siendo la mejor herramienta de los cafeteros Quién sabe, quizá lo veas en el próximo partido.",ok,,fabricado,C1,sheet1
Baño María,calentamiento,,,bano-maria-1-deposito-full-bmdf-540,https://dulox.cl/products/bano-maria-1-deposito-full-bmdf-540,"MODULO BAÑO MARÍA ELÉCTRICO DE SOBREMESA 540 X 340 X 240MM ALTURA. CAPACIDAD 1 DEPÓSITO FULL. INCLUYE LLAVE DE DESPICHE, RESISTENCIA DE 1200 W SIN CONTACTO CON EL AGUA Y TERMOSTATO REGULABLE. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1MM ESPESOR. INCLUYE DEPÓSITOS Y TAPAS.",ok,,fabricado,C2,sheet1
Baño María,calentamiento,,,bano-maria-1-deposito-full-dubm,https://dulox.cl/products/bano-maria-1-deposito-full-dubm,"Baño Maria 1 Deposito Full / Dubm
 – Dulox Tienda",ok,,importado-revisar,C1,sheet1
Cocinas Industriales,cocina-gas,,,cocina-industrial-de-6-quemadores-6pq,https://dulox.cl/products/cocina-industrial-de-6-quemadores-6pq,"COCINA INDUSTRIAL DE 1200 X 850 X 860MM DE ALTURA, CAPACIDAD 6 PLATOS, SIN HORNO. ESTRUCTURA SOPORTANTE EN PERFIL 30 X 30 MM FABRICADO INTEGRAMENTE EN ACERO INOXIDABLE Y SISTEMA DE FUNCIONAMIENTO GAS.",ok,,fabricado,C2,sheet1
Cocinas Industriales,cocina-gas,,,cocina-industrial-4-quemadores-sn-horno-4pqn,https://dulox.cl/products/cocina-industrial-4-quemadores-sn-horno-4pqn,COCINA E 4 QUEMADORES SIN HORNO DE 850X850X860MM DE ALTURA. FABRICADA INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM E ESPESOR CON REJILLA INFERIOR.,ok,,fabricado,C2,sheet1
Accesorios Gastronómicos,accesorio-coccion,,,calienta-vianda,https://dulox.cl/products/calienta-vianda,"Calienta viandas, de 1200mm de largo x 750mm de ancho x 860mm de altura, fabricada íntegramente en acero inoxidable calidad AISI 304-L en 1 mm y 1,5 mm de espesor, funcionamiento eléctrico 220V, monofásico, con 2 resistencias de 1500 Watts",ok,,fabricado,C2,sheet1
Accesorios Gastronómicos,accesorio-coccion,,,calienta-vianda-sobremesa-electrico,https://dulox.cl/products/calienta-vianda-sobremesa-electrico,"Calienta viandas Eléctrico de sobremesa de 750mm de largo x 620mm de ancho x 300mm de altura, fabricado íntegramente en acero inoxidable calidad AISI 304-L en 1 mm y 1,5 mm de espesor.",ok,,fabricado,C2,sheet1
Hornos,horno,,,horno-de-3-camaras-normalizadas-cchc-0050,https://dulox.cl/products/horno-de-3-camaras-normalizadas-cchc-0050,"HORNO TRES CAMARAS 970 X 860 X 1777MM DE ALTO, FABRICADO INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L, CON 3 BANDEJAS ENLOZADAS DE 650 X 650 MM CON ATRIL. POTENCIA 37,5 KW. FUNCIONAMIENTO A GAS (LICUADO O NATURAL). TEMPERATURA DE 0º A 300ºC. PESO APROX. 286 KGS.",ok,,fabricado,C2,sheet1
Hornos,horno,,,horno-de-2-camaras-normalizado-cchc-0049,https://dulox.cl/products/horno-de-2-camaras-normalizado-cchc-0049,"HORNO DOS CÁMARAS 860 X 800 X 1600MM DE ALTO, FABRICADO INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L, CON 1 BANDEJA ENLOZADA DE 600 X 650 MM CON ATRIL. POTENCIA 25 KW. FUNCIONAMIENTO A GAS (LICUADO O NATURAL). TEMPERATURA DE 0º A 300ºC.",ok,,fabricado,C2,sheet1
Hornos,horno,,,horno-de-1-camara-normalizado-cchc-0048,https://dulox.cl/products/horno-de-1-camara-normalizado-cchc-0048,"HORNO UNA CÁMARA 970 X 860 X 1250MM DE ALTO, FABRICADO INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L, CON 1 BANDEJA ENLOZADA DE 650 X 650MM CON ATRIL. POTENCIA 12,5 KW. FUNCIONAMIENTO A GAS (LICUADO O NATURAL). TEMPERATURA DE 0º A 300ºC.",ok,,fabricado,C2,sheet1
Accesorios Gastronómicos,accesorio-coccion,,,chute-papas-fritas-y-sandwich-pfs-1320,https://dulox.cl/products/chute-papas-fritas-y-sandwich-pfs-1320,"CHUTE PAPAS FRITAS Y SANDWICH, FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. GABINETE CON REPISA INTERMEDIA DE 1320 X 840 X 1695 MM. MUEBLE BASE DE 1320 X 840 X 995 MM. MUEBLE SUPERIOR DE 1320 X 620 X 820 MM CON 2 REPISAS CON INCLINACIÓN 10° Y CALEFACTORES SUPERIORES. 2 RESISTENCIAS DE 1500W, LUZ PILOTO E INTERRUPTORES.",ok,,fabricado,C1,sheet1
Accesorios Gastronómicos,accesorio-coccion,,,mantenedor-de-papas-fritas-ccfr-0057,https://dulox.cl/products/mantenedor-de-papas-fritas-ccfr-0057,"Mantenedor de papas, ideal para restaurantes, food trucks o locales de comida rápida que necesiten mantener grandes volúmenes de papas calientes, crujientes y listas para servir. Su módulo superior asegura una temperatura homogénea en todo el volumen. De 600mm de largo X 700 mm de ancho X 900 mm de altura, fabricado íntegramente en Acero Inoxidable calidad AISI-304-L en 1mm de espesor. Funcionamiento eléctrico.",ok,,fabricado,C2,sheet1
Cocinas Industriales,parrilla,,,parrilla-a-gas-cccg-012,https://dulox.cl/products/parrilla-a-gas-cccg-012,"Diseñada para resistir el ritmo de la cocina profesional. Su estructura robusta en acero inoxidable y su sistema de doble parrilla permite usar piedras volcánicas para mejor distribución del calor. Parrilla piloto funcionamiento a gas, con 4 llaves de paso y 12 quemadores de 1 1/4 de diámetro de Acero Inoxidable repartidos en 4 sectores. Fabricada íntegramente en acero inoxidable calidad AISI 304-L. Con repisa superior con espacio para depositos de  capacidad 2xFULL (Dividible en geometría a pedido) y soporte tipo repisa para espátulas o similares. Parrilla inferior una fabricada en macizos de 5 mm de diámetro para utilización de piedras volcánicas. Parrilla superior fabricada en ángulos de fierro con inclinación del 3% para bandeja, distribuida en 4 secciones. Incluye bandeja inferior para grasas, cajones para mantener pan. Patines regulables en altura de acero inoxidable con base de polímero de alta resistencia. Equipo de funcionamiento a GLP certificado CERTEK consumo nominal GLP: 4,75 KG/H Consumo térmico nominal: 21KW",ok,,fabricado,C3,sheet1
Accesorios Gastronómicos,accesorio-coccion,,,cocedora-de-pasta-ccfr-00580,https://dulox.cl/products/cocedora-de-pasta-ccfr-00580,"La precisión y resistencia del acero inoxidable se unen en esta cocedora de pasta, diseñada para rendir en las cocinas más exigentes. Con un estanque de 40 litros y calentamiento rápido, es la aliada perfecta para mantener el ritmo de una cocina industrial sin perder calidad.",ok,,fabricado,C1,sheet1
Accesorios Gastronómicos,accesorio-coccion,,,vitrina-caliente-650-hw-862,https://dulox.cl/products/vitrina-caliente-650-hw-862,"Vitrina Caliente 650 / Hw-862
 – Dulox Tienda",ok,,importado-revisar,C1,sheet1
Muebles refrigerados,visicooler,,,visicooler-1587-litros-3-puertas-sc-c1727,https://dulox.cl/products/visicooler-1587-litros-3-puertas-sc-c1727,"Visicooler DULOX de 3 puertas con 12 parrillas, ideal para exhibición y conservación de productos. Mantiene una temperatura entre 0 y 5°C, con vidrios templados de doble capa que mejoran el aislamiento térmico. Perfecto para negocios que requieren gran capacidad y visibilidad.",ok,,fabricado,C1,sheet1
Muebles refrigerados,visicooler,,,visicooler-1023-litros-2-puertas-sc-c1127,https://dulox.cl/products/visicooler-1023-litros-2-puertas-sc-c1127,"IMPORTANTE: El precio publicado no incluye el costo de envío . Una vez confirmado tu pedido, te informaremos el valor del despacho según tu ubicación y tamaño del producto. Visicooler DULOX de 2 puertas con 8 parrillas, ideal para exhibición y conservación de productos. Mantiene una temperatura entre 0 y 5°C, con vidrios templados de doble capa que mejoran el aislamiento térmico. Perfecto para negocios que requieren gran capacidad y visibilidad.",ok,,fabricado,C1,sheet1
Muebles refrigerados,visicooler,,,visicooler-739-litros-2-puertas-sc-c817,https://dulox.cl/products/visicooler-739-litros-2-puertas-sc-c817,"IMPORTANTE: El precio publicado no incluye el costo de envío . Una vez confirmado tu pedido, te informaremos el valor del despacho según tu ubicación y tamaño del producto. Visicooler DULOX de 2 puertas con 8 parrillas, ideal para exhibición y conservación de productos. Mantiene una temperatura entre 0 y 5°C, con vidrios templados de doble capa que mejoran el aislamiento térmico. Perfecto para negocios que requieren gran capacidad y visibilidad.",ok,,fabricado,C1,sheet1
Muebles refrigerados,visicooler,,,visicooler-1-puerta-327-litros-sc-c327-dulox,https://dulox.cl/products/visicooler-1-puerta-327-litros-sc-c327-dulox,"IMPORTANTE: El precio publicado no incluye el costo de envío . Una vez confirmado tu pedido, te informaremos el valor del despacho según tu ubicación y tamaño del producto. El visicooler SC-C327 Dulox es ideal para la refrigeración y mantención de productos envasados, bebidas, jugos y otros artículos. Es la mejor alternativa para potenciar tu almacén o minimarket, ofreciendo una excelente exhibición gracias a su iluminacióninterior de bajo consumo y sus 4 parrillas ajustables en altura, que permiten aprovechar al máximo el espacio disponible. Cuenta con cenefa iluminada personalizable con el diseño que prefieras y llave de seguridad para resguardar tus productos. Su sistema de frío con termoestato digital permite regular la temperatura interior entre 1°C y 10°C.",ok,,fabricado,C1,sheet1
Muebles refrigerados,visicooler,,,visicooler-392-litros-1-puerta-sc-c387,https://dulox.cl/products/visicooler-392-litros-1-puerta-sc-c387,"IMPORTANTE: El precio publicado no incluye el costo de envío . Una vez confirmado tu pedido, te informaremos el valor del despacho según tu ubicación y tamaño del producto. El visicooler SC-C387 Dulox es ideal para la refrigeración y mantención de productos envasados, bebidas, jugos y otros artículos. Es la mejor alternativa para potenciar tu almacén o minimarket, ofreciendo una excelente exhibición gracias a su iluminacióninterior de bajo consumo y sus 4 parrillas ajustables en altura, que permiten aprovechar al máximo el espacio disponible. Cuenta con cenefa iluminada personalizable con el diseño que prefieras y llave de seguridad para resguardar tus productos. Su sistema de frío con termoestato digital permite regular la temperatura interior entre 1°C y 10°C.",ok,,fabricado,C1,sheet1
Muebles refrigerados,visicooler,,,visicooler-509-litros-1-puerta-sc-c517,https://dulox.cl/products/visicooler-509-litros-1-puerta-sc-c517,"IMPORTANTE: El precio publicado no incluye el costo de envío . Una vez confirmado tu pedido, te informaremos el valor del despacho según tu ubicación y tamaño del producto. Visicooler DULOX de 1 puerta con 4 parrillas, ideal para exhibición y conservación de productos. Mantiene una temperatura entre 0 y 5°C, con vidrios templados de doble capa que mejoran el aislamiento térmico. Perfecto para negocios que requieren gran capacidad y visibilidad.",ok,,fabricado,C1,sheet1
Muebles refrigerados,freezer,,,freezer-2-puertas-de-acero-740-x-820-x-2000-mm-rfree-0738,https://dulox.cl/products/freezer-2-puertas-de-acero-740-x-820-x-2000-mm-rfree-0738,IMPORTANTE: El precio publicado no incluye el costo de envío . CONGELADOR INDUSTRIAL (FREEZER) DE 740MM DE LARGO X 820MM ANCHO X 2000MM ALTURA. DOS PUERTAS ABATIBLES DE 1/2. PARRILLAS INTERIORES. AIRE FORZADO. CAPACIDAD 500 LITROS. UNIDAD 1/3 HP. TEMPERATURA DE TRABAJO 0° A -22°C. AMBIENTE DE 38ºC. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L 1MM ESPESOR.,ok,,fabricado,C2,sheet1
Muebles refrigerados,freezer,,,freezer-4-puertas-1425-x-820-x-2000-mm-rfree-1425,https://dulox.cl/products/freezer-4-puertas-1425-x-820-x-2000-mm-rfree-1425,"Freezer 4 Puertas 1425 X 820 X 2000 Mm / Rfree-1425
 – Dulox Tienda",ok,,importado-revisar,C2,sheet1
Muebles refrigerados,visicooler,,,visicooler-vertical-380lts-625-x-745-x-2040-mm-pivsb-0380,https://dulox.cl/products/visicooler-vertical-380lts-625-x-745-x-2040-mm-pivsb-0380,"VITRINA VERTICAL VISICOOLER 625X 745 X 2040MM ALTURA. UNA PUERTA. MODELO PIVSB0380, TEMPERATURA DE 0ºC A + 5ºC. 4 PARRILLAS INTERIORES. BASE CON RUEDAS DE ALTA RESISTENCIA, CAPACIDAD DE 380 LITROS. ILUMINACION LED",ok,,fabricado,C2,sheet1
Muebles refrigerados,meson-refrigerado,,,meson-refrigerado-2-puertas-mre-1500,https://dulox.cl/products/meson-refrigerado-2-puertas-mre-1500,"MESON REFRIGERADO DE 1500 MM DE LARGO X 760 MM DE ANCHO X 850 MM DE ALTURA, FABRICADO INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR, CON UNIDAD DE 1/3 HP, 2 PUERTAS ABATIBLES. TRABAJA A FRÍO FORZADO CON UNA TEMPERATURA DE TRABAJO DE 0º A 10º C. TEMPERATURA DE TRABAJO DE 0° A 10°C. INCLUYE TERMOSTATO CON INDICADOR DIGITAL.",ok,,fabricado,C3,sheet1
Muebles refrigerados,meson-refrigerado,,,meson-refrigerado-de-2-puertas-cristal-1370-x-700-x-850-mm-m2pc-1370,https://dulox.cl/products/meson-refrigerado-de-2-puertas-cristal-1370-x-700-x-850-mm-m2pc-1370,"MESON REFRIGERADO DE 2 PUERTAS CRISTAL DE 1370 X 700 X 850MM ALTURA. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304 1MM ESPESOR. MANTENEDOR DE 2 PUERTAS CON CRISTAL TEMPLADO. TEMPERATURA DE TRABAJO DE 0°C A +5°C, CON AMBIENTE A 25°C. TERMOSTATO CON INDICADOR DIGITAL. INCLUYE RUEDAS DE ALTA RESISTENCIA.",ok,,fabricado,C3,sheet1
Muebles refrigerados,vitrina-pastelera,,,vitrina-pastelera-900-sl830v,https://dulox.cl/products/vitrina-pastelera-900-sl830v,"Vitrina Pastelera 900 / Sl830V
 – Dulox Tienda",ok,,importado-revisar,C1,sheet1
Muebles refrigerados,vitrina-pastelera,,,vitrina-pastelera-1500-sl850v,https://dulox.cl/products/vitrina-pastelera-1500-sl850v,"VITRINA PASTELERA REFRIGERADA DE 1500MM DE LARGO X 740MM DE ANCHO X 1350MM DE ALTO. 4 NIVELES, TEMPERATURA DE TRABAJO DE 2-8°C, VOLUMEN 700L, TENSIÓN DE TRABAJO 220V/50HZ, POTENCIA 1.13KW , REFRIGERANTE R134A Y LUZ LED BLANCA. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L. MEDIDAS EMPAQUE 1550X815X1520MM. PESO NETO 265KG.",ok,,fabricado,C2,sheet1
Muebles refrigerados,meson-refrigerado,,,meson-refrigerado-de-3-puertas-cristal-1800-x-700-x-850-mm-m3pc-1800,https://dulox.cl/products/meson-refrigerado-de-3-puertas-cristal-1800-x-700-x-850-mm-m3pc-1800,"MESON REFRIGERADO DE 3 PUERTAS CRISTAL DE 1800 X 700 X 850MM ALTURA. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304 1MM ESPESOR. MANTENEDOR DE 3 PUERTAS CON CRISTAL TEMPLADO. TEMPERATURA DE TRABAJO DE 0°C A +5°C, CON AMBIENTE A 25°C. TERMOSTATO CON INDICADOR DIGITAL. INCLUYE RUEDAS DE ALTA RESISTENCIA.",ok,,fabricado,C3,sheet1
Muebles refrigerados,refrigerador,,,refrigerador-4-puertas-1250-x-750-x-2000-mm-rm-1250,https://dulox.cl/products/refrigerador-4-puertas-1250-x-750-x-2000-mm-rm-1250,REFRIGERADOR INDUSTRIAL DE 1250MM DE LARGO X 750MM ANCHO X 2000MM ALTURA. CUATRO PUERTAS ABATIBLES DE 1/2 MÁS PARRILLAS INTERIORES. TRABAJA A AIRE FORZADO CON UNA TEMPERATURA DE TRABAJO 0° A 10°C. CAPACIDAD 1000 LITROS. UNIDAD 1/3 HP.  AMBIENTE DE 38ºC. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L 1MM ESPESOR. PESO APROX. 194 KGS.,ok,,fabricado,C2,sheet1
Muebles refrigerados,refrigerador,,,refrigerador-industrial-color-cobre-680-x-800-x-2000-mm-rmvc-0380,https://dulox.cl/products/refrigerador-industrial-color-cobre-680-x-800-x-2000-mm-rmvc-0380,"REFRIGERADOR INDUSTRIAL MODELO RMVC-0380 DE 680 MM DE ANCHO X 800 MM DE FONDO X 2000 MM DE ALTURA, TENSIÓN DE TRABAJO 220V/50HZ, PUERTA DE CRISTAL CON ILUMINACIÓN INTERIOR, CAPACIDAD PARA 500 LTRS, CONTROL DE TEMPERATURA POR TERMOSTATO REGULABLE, REFRIGERACION POR AIRE FORZADO, TEMPERATURA DE TRABAJO DE 0º A 10º C, TERMINACION ACERO INOXIDABLE COLOR COBRE.",ok,,fabricado,C2,sheet1
Muebles refrigerados,refrigerador,,,refrigerador-industrial-doble-puerta-de-cristal-620-x-790-x-2000-mm-rmv2-0620,https://dulox.cl/products/refrigerador-industrial-doble-puerta-de-cristal-620-x-790-x-2000-mm-rmv2-0620,"REFRIGERADOR 620 X 790 X 2000MM ALTURA. FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304. DOBLE PUERTA VIDRIO TEMPLADO ANTI EMPAÑAMIENTO DE DOBLE PANEL + REJILLAS. TERMOSTATO CON INDICADOR DIGITAL. TEMPERATURA DE TRABAJO DE 0° A 10°C, CON AMBIENTE A 38°C. TENSIÓN DE TRABAJO DE 220 V / 50 HZ.",ok,,fabricado,C2,sheet1
Muebles refrigerados,salsera-refrigerada,,,salsera-capacidad-para-7-depositos-sc7,https://dulox.cl/products/salsera-capacidad-para-7-depositos-sc7,"SALSERA INDUSTRIAL DE 1300 MM DE LARGO X 650 MM DE ANCHO X 860 MM DE ALTURA, CAPACIDAD PARA 7 DEPOSITOS DE 1/3 X 100 MM DE PROFUNDIDAD, CON BODEGA REFRIGERADA CAPACIDAD 300 LITROS. FABRICADA INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR. CÚPULA SUPERIOR EN ACRÍLICO. TEMPERATURA DE TRABAJO DE 0°C A 5°C. UNIDAD DE 1/3 HP. 220V /50HTRZ. CONSUMO 2500 WATT.",ok,,fabricado,C2,sheet1
Muebles refrigerados,salsera-refrigerada,,,salsera-8-depositos-sc8,https://dulox.cl/products/salsera-8-depositos-sc8,"SALSERA INDUSTRIAL CAPACIDAD PARA 8 DEPOSITOS DE 1/4, DE 750 MM DE LARGO X 700 MM DE ANCHO X 860 MM DE ALTURA. FABRICADA INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR, CON UNIDAD DE 1/3 HP, 220V/50HZ Y BODEGA REFRIGERADA.",ok,,fabricado,C2,sheet1
Muebles refrigerados,salsera-refrigerada,,,salsera-industrial-sc6,https://dulox.cl/products/salsera-industrial-sc6,"Expertos en acero inoxidable. Diseñamos, fabricamos y gestionamos con calidad y compromiso. Confíe en nosotros, confíe en Dulox.",ok,,fabricado,C1,sheet1
Muebles refrigerados,salsera-refrigerada,,,salsera-iindustrial-especial-sp18,https://dulox.cl/products/salsera-iindustrial-especial-sp18,"Salsera Iindustrial Especial / Sp18
 – Dulox Tienda",ok,,importado-revisar,C2,sheet1
Muebles refrigerados,salsera-refrigerada,,,salsera-capacidad-para-10-depositos-sc10,https://dulox.cl/products/salsera-capacidad-para-10-depositos-sc10,"SALSERA INDUSTRIAL DE 1000 MM DE LARGO X 800 MM DE ANCHO X 860 MM DE ALTURA, FABRICADAS INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR, CAPACIDAD PARA 10 DEPOSITOS DE 1/3 X 100 MM DE PROFUNDIDAD, UNIDAD DE 1/3 HP, DOBLE PLACA DE FRIO, TERMOMETRO DIGITAL, TEMPERATURA DE TRABAJO DE 0 + 5ºC, CUPULA DE ACERO INOXIDABLE.",ok,,fabricado,C1,sheet1
Muebles refrigerados,vitrina-refrigerada,,,vitrina-refrigerada-para-sushi-cfsc-0073,https://dulox.cl/products/vitrina-refrigerada-para-sushi-cfsc-0073,"VITRINA REFRIGERADA PARA SUSHI 1395 X 400 X 250 MM ALTURA. FABRICADA EN ACERO INOXIDABLE, CON PERFIL DE ALUMINIO ANONIZADO. PUERTAS CORREDERAS DE VIDRIO. COSTADOS DE PVC CON VIDRIO FRENTE DE CRISTAL CURVO. TEMPERATURA DE TRABAJO: 0 ºC, + 6 º C, CON AMBIENTE A 43 º C. CONTROL DE LA TEMPERATURA POR TERMOSTATO, CON TERMÓMETRO INDICADOR. ILUMINACIÓN INTERIOR PROTEGIDA. INTERRUPTOR GENERAL LUMINOSO. BANDEJA INTERIOR EN ACERO INOXIDABLE. TENSIÓN DE TRABAJO: 220 V. - II - 50/60 HZ.",ok,,fabricado,C1,sheet1
Muebles refrigerados,salsera-refrigerada,,,salsera-industrial-de-9-depositos-de-13-x-100-cfsc-0074,https://dulox.cl/products/salsera-industrial-de-9-depositos-de-13-x-100-cfsc-0074,"SALSERA INDUSTRIAL  DE 1700 MM DE LARGO X 700 MM DE ANCHO X 860 MM DE ALTURA, CON BODEGA INFERIOR REFRIGERADA, Y CAPACIDAD PARA 9 DEPOSITOS DE 1/3 X 100 MM DE PROFUNDIDAD,INCLUYE SISTEMA DE BANDEJAS CON CARROS TELESCÓPICOS, CON UNIDAD DE 1/3 HP, TEMPERATURA DE TRABAJO DE 0 + 5ºC, TERMOMETRO DIGITAL TERMOSTATO.",ok,,fabricado,C2,sheet1
Muebles refrigerados,meson-refrigerado,,,meson-de-shop-mpsc-1400,https://dulox.cl/products/meson-de-shop-mpsc-1400,"MUEBLE SHOP DE 1400X600X1100MM DE ALTO. FABRICADO INTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI-304 EN 1,5MM DE ESPESOR. CON CUBIERTA ESPECIAL ANTI DERRAME CON DESPICHE. BANDEJAS PERFORADAS DESMONTABLE, GABINETE INFERIOR PARA GUARDAR BARRIL Y PUERTA BATIENTE. DISEÑO SEGÚN PEDIDO.",ok,,fabricado,C3,sheet1
Muebles refrigerados,visicooler,,,visicooler-vertical-doble-puerta-1130-x-720-x-2023-mm-pivs-1000,https://dulox.cl/products/visicooler-vertical-doble-puerta-1130-x-720-x-2023-mm-pivs-1000,VITRINA VERTICAL VISICOOLER 1130 X 720 X 2023MM ALTURA. CAPACIDAD 1000 LTS. TEMPERATURA DE FUNCIONAMIENTO DE 0°C A +5°C. REFRIGERACIÓN POR AIRE FORZADO. PATINES REGULABLES. DESCONGELAMIENTO AUTOMÁTICO. TENSIÓN DE TRABAJO DE 220V/ 50HZ/ 0.65W. DOBLE PUERTA ABATIBLE EN TERMOPANEL CON LLAVES. ILUMINACIÓN INTERIOR. CONTROL DE TEMPERATURA POR TERMOSTATO REGULABLE.,ok,,fabricado,C2,sheet1
Muebles refrigerados,vitrina-pastelera,,,vitrina-pastelera-de-sobremesa-682-x-450-x-675-mm-pive-0682,https://dulox.cl/products/vitrina-pastelera-de-sobremesa-682-x-450-x-675-mm-pive-0682,"VITRINA PASTELERA DE SOBREMESA DE 682MM DE LARGO X 450MM DE ANCHO X 675MM DE ALTO. VOLUMEN DE 100 LITROS Y 4 NIVELES DE TEMPERATURA. VOLTAGE 220-240V/50HZ, TEMPERATURA DE 0-12°C, PESO NETO 39KG",ok,,fabricado,C1,sheet1
Muebles refrigerados,visicooler,,,visicooler-vertical-120-lts-500-x-500-x-850-mm-pivs-0120,https://dulox.cl/products/visicooler-vertical-120-lts-500-x-500-x-850-mm-pivs-0120,"VISICOOLER VERTICAL 500 X 500 X 850MM ALTURA. AIRE FORZADO. PUERTA DE VIDRIO, TEMPERATURA DE 0ºC A + 4ºC, 3 PARRILLAS INTERIORES. FABRICADO EN ACERO ELECTROPINTADO, CAPACIDAD 120 LITROS.",ok,,fabricado,C1,sheet1
Muebles refrigerados,visicooler,,,conservadora-273lts-1030-x-680-x-850-mm-ccvc-0273,https://dulox.cl/products/conservadora-273lts-1030-x-680-x-850-mm-ccvc-0273,"CONSERVADORA DE 1030X680X850 Y 273 LTS DE CAPACIDAD. VOLTS 220V/50HZ, POTENCIA 2,7 KWH/24H, TEMPERATURA >-18°C, REFRIGERANTE R124A/180 GRS, 3 CANASTILLOS, VIDRIO TEMPLADO CURVO. INCLUYE RUEDAS Y LUZ LED.",ok,,fabricado,C2,sheet1
Peinazo,cubrejunta,,,cubrejunta-2,https://dulox.cl/products/cubrejunta-2,CUBREJUNTA DE 30 A 80 MM DE ANCHO CON QUIEBRE EN MEDIO EN 1 A 3 MM DE ESPESOR. PERFORACIONES AVELLANADAS DE 6 MM DE DIÁMETRO. FABRICADA ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L.,ok,,fabricado,C1,sheet1
Peinazo,peinazo,,,peinazos-y-marcos-de-acero-inoxidable,https://dulox.cl/products/peinazos-y-marcos-de-acero-inoxidable,PEINAZOS Y MARCOS PARA PUERTAS FABRICADOS ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR.,ok,,fabricado,C1,sheet1
Peinazo,moldura,,,angulos,https://dulox.cl/products/angulos,ÁNGULOS FABRICADOS ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR.,ok,,fabricado,C1,sheet1
Peinazo,cubrejunta,,,cubrejunta-cuj-1000,https://dulox.cl/products/cubrejunta-cuj-1000,"CUBREJUNTAS CON QUIEBRES A LOS COSTADOS A PARTIR DE LOS 80 MM DE ANCHO, FABRICADAS ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L DE 2 A 5 MM DE ESPESOR SEGÚN ESPECIFICACIONES DE CLIENTE.",ok,,fabricado,C1,sheet1
Peinazo,peinazo,,,marcos-para-ventanas,https://dulox.cl/products/marcos-para-ventanas,MARCOS PARA VENTANA FABRICADOS ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR.,ok,,fabricado,C1,sheet1
Peinazo,peinazo,,,marcos-para-puertas,https://dulox.cl/products/marcos-para-puertas,MARCOS FABRICADOS ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1 MM DE ESPESOR.,ok,,fabricado,C1,sheet1
Peinazo,accesorio,,,celosia,https://dulox.cl/products/celosia,· REJILLA DE VENTILACIÓN PARA PUERTAS · DIMENSION 600X20X200MM (INTERIOR 560X160MM) · 5 REJILLAS FIJAS FABRICADO ÍNTEGRAMENTE EN ACERO INOXIDABLE CALIDAD AISI 304-L EN 1MM DE ESPESOR,ok,,fabricado,C1,sheet1
